184,184
958,1081,254,1017,738,1106,196,762,695,958,1081,254,1017,738,1106,196,762,695
417,842,486,742,184,362,105,417,842,486,742,184,362,105
1116,1141,925,269,225,899,1116,1141,925,269,225,899
907,368,235,907,368,235
701,173,192,1092,123,776,968,849,701,173,192,1092,123,776,968,849
315,878,968,279,973,685,364,315,878,968,279,973,685,364
812,276,737,193,1109,791,206,794,812,276,737,193,1109,791,206,794
350,805,1097,774,939,350,805,1097,774,939
186,1047,210,413,186,1047,210,413
1052,187,930,680,902,1020,254,897,1052,187,930,680,902,1020,254,897
947,682,930,170,273,1139,1071,144,938,914,947,682,930,170,273,1139,1071,144,938
294,367,922,294,367,922
412,751,1102,1143,689,717,926,824,802,882,281,955,732,412,751,1102,1143,689,717,926,824,802,882,281,955,732
144,256,722,972,706,144,256,722,972,706
245,338,682,298,1105,232,209,424,397,245,338,682,298,1105,232,209,424,397
400,90,376,412,1012,518,400,90,376,412,1012,518
186,1156,283,890,458,237,186,1156,283,890,458,237
849,285,276,1096,857,826,329,279,849,285,276,1096,857,826,329
1148,945,1098,709,170,107,895,1094,1148,945,1098,709,170,107,895,1094
1113,126,790,804,207,375,1062,1120,337,341,144,1113,126,790,804,207,375,1062,1120,337,341,144
241,1177,251,923,197,984,241,1177,251,923,197,984
188,1080,892,909,1123,877,188,1080,892,909,1123,877
196,279,128,1106,250,1008,749,358,1135,196,279,128,1106,250,1008,749,358,1135
886,199,829,859,808,886,199,829,859,808
1018,769,331,1178,902,226,193,333,974,1018,769,331,1178,902,226,193,333,974
296,938,261,329,204,1150,215,328,296,938,261,329,204,1150,215,328
1182,104,104,770,134,1065,298,1124,1146,722,1182,104,104,770,134,1065,298,1124,1146,722
486,694,925,258,117,378,873,196,486,694,925,258,117,378,873,196
1181,1024,748,422,1157,162,1094,1181,1024,748,422,1157,162,1094
909,825,1055,850,249,909,825,1055,850,249
807,841,921,418,852,152,1129,1142,665,807,841,921,418,852,152,1129,1142,665
240,322,1191,1048,1055,321,240,322,1191,1048,1055,321
1133,306,856,1119,1032,1133,306,856,1119,1032
1085,225,1155,120,1075,811,878,1085,225,1155,120,1075,811,878
777,932,140,274,988,364,693,777,932,140,274,988,364,693
929,805,850,1025,320,929,805,850,1025,320
1152,1127,679,162,959,680,148,1152,1127,679,162,959,680,148
406,1183,1168,938,406,1183,1168,938
1129,1003,902,1175,339,269,1129,1003,902,1175,339,269
398,730,187,1004,1146,351,422,358,398,730,187,1004,1146,351,422,358
349,911,915,896,225,1001,761,758,349,911,915,896,225,1001,761,758
1136,811,713,1063,182,279,994,1136,811,713,1063,182,279,994
951,704,338,336,1184,783,368,365,209,235,964,118,698,1051,106,313,951,704,338,336,1184,783,368,365,209,235,964,118,698,1051,106,313
845,1152,824,202,99,406,845,1152,824,202,99,406
979,820,929,356,397,1027,979,820,929,356,397,1027
686,1012,729,284,337,405,775,908,859,686,1012,729,284,337,405,775,908,859
815,914,840,815,914,840
1059,909,181,888,887,330,355,1059,909,181,888,887,330,355
765,678,779,995,1059,765,678,779,995,1059
103,122,311,108,132,186,236,1135,103,122,311,108,132,186,236,1135
1085,225,1155,120,1075,811,878,1085,225,1155,120,1075,811,878
144,256,722,972,706,144,256,722,972,706
241,1177,251,923,197,984,241,1177,251,923,197,984
176,1098,958,350,812,267,288,716,176,1098,958,350,812,267,288,716
1008,849,1119,961,213,811,310,321,789,1008,849,1119,961,213,811,310,321,789
324,91,132,1177,230,298,186,749,324,91,132,1177,230,298,186,749
898,871,410,346,842,831,898,871,410,346,842,831
180,844,284,851,132,857,180,844,284,851,132,857
993,988,212,358,1024,397,1066,962,232,906,1089,1046,730,679,921,993,988,212,358,1024,397,1066,962,232,906,1089,1046,730,679,921
1100,1067,1025,285,975,111,407,390,1100,1067,1025,285,975,111,407,390
686,1012,729,284,337,405,775,908,859,686,1012,729,284,337,405,775,908,859
892,326,954,149,325,892,326,954,149,325
952,1195,908,973,270,829,1038,384,701,960,952,1195,908,973,270,829,1038,384,701,960
686,1012,729,284,337,405,775,908,859,686,1012,729,284,337,405,775,908,859
1136,362,1136,362
1034,798,924,814,325,1141,1034,798,924,814,325,1141
141,342,138,321,324,384,141,342,138,321,324,384
892,326,954,149,325,892,326,954,149,325
1107,701,750,1185,1155,1092,802,312,833,1107,701,750,1185,1155,1092,802,312,833
977,1077,976,745,982,832,989,1197,977,1077,976,745,982,832,989,1197
401,931,337,750,168,401,931,337,750,168
793,351,715,355,367,1071,1064,793,351,715,355,367,1071,1064
232,824,387,744,1154,1198,892,237,232,824,387,744,1154,1198,892,237
1135,107,815,917,945,160,1135,107,815,917,945,160
123,337,1005,858,827,911,123,337,1005,858,827,911
315,878,968,279,973,685,364,315,878,968,279,973,685,364
1160,778,195,1160,1160,778,195,1160
196,755,929,1168,280,955,196,755,929,1168,280
1152,1127,679,162,959,680,148,1152,1127,679,162,959,680,148
359,787,1011,814,106,324,950,359,787,1011,814,106,324,950
856,1140,97,1104,362,1180,858,856,1140,97,1104,362,1180,858
180,874,826,297,1118,180,874,826,297,1118
1136,362,1136,362
349,911,915,896,225,1001,761,758,349,911,915,896,225,1001,761,758
361,746,1026,317,880,361,746,1026,317,880
415,975,782,945,818,845,415,975,782,945,818,845
93,373,1069,416,864,1142,93,373,1069,416,864,1142
1085,172,367,962,1085,172,367,962
1033,784,1033,784
1075,817,1112,234,311,787,811,747,374,203,349,898,1075,817,1112,234,311,787,811,747,374,203,349,898
715,1120,1109,222,285,345,288,715,1120,1109,222,285,345,288
386,339,994,883,1199,172,350,1067,386,339,994,883,1199,172,350,1067
861,1124,776,358,182,861,1124,776,358,182
424,306,792,1033,998,209,1157,888,678,907,1120,424,306,792,1033,998,209,1157,888,678,907,1120
330,995,324,990,700,779,330,995,324,990,700,779
93,373,1069,416,864,1142,93,373,1069,416,864,1142
1118,323,882,280,174,948,1040,1118,323,882,280,174,948,1040
229,486,958,1040,412,96,281,932,171,782,229,486,958,1040,412,96,281,932,171
268,218,1136,162,1143,351,716,268,218,1136,162,1143,351
868,202,90,945,1057,690,868,202,90,945,1057,690
1151,1168,787,518,965,1150,247,349,1151,1168,787,518,965,1150,247
1093,1151,1115,1172,860,108,779,1010,1093,1151,1115,1172,860,108,779,1010
972,1063,290,789,1194,767,296,972,1063,290,789,1194,767,296
1110,1088,343,756,700,1136,1110,1088,343,756,700,1136
216,813,110,741,862,156,108,216,813,110,741,862,156,108
723,914,938,1062,948,315,264,397,723,914,938,1062,948,315,264,397
127,790,397,781,252,1183,127,790,397,781,252,1183
987,1172,163,215,1187,185,955,987,1172,163,215,1187,185,955
229,486,958,1040,412,96,281,932,171,782,229,486,958,1040,412,96,281,932,171
1059,909,181,888,887,330,355,1059,909,181,888,887,330,355
1082,865,1184,263,235,389,202,155,1082,865,1184,263,235,389,202,155
993,988,212,358,1024,397,1066,962,232,906,1089,1046,730,679,921,993,988,212,358,1024,397,1066,962,232,906,1089,1046,730,679,921
1143,907,969,299,874,838,413,905,546,1143,907,969,299,874,838,413,905,546
913,413,778,411,939,1109,278,1104,913,413,778,411,939,1109,278,1104
949,262,1131,970,884,1111,849,350,399,872,949,262,1131,970,884,1111,849,350,399,872
1175,1137,161,1130,156,725,849,403,714,1175,1137,161,1130,156,725,849,403,714
752,766,1185,857,236,106,728,752,766,1185,857,236,106
242,194,242,194
224,144,1023,920,257,257,242,735,388,224,144,1023,920,257,257,242,735,388
993,988,212,358,1024,397,1066,962,232,906,1089,1046,730,679,921,993,988,212,358,1024,397,1066,962,232,906,1089,1046,730,679,921
1116,1141,925,269,225,899,1116,1141,925,269,225,899
1135,107,815,917,945,160,1135,107,815,917,945,160
909,825,1055,850,249,909,825,1055,850,249
1083,767,212,1018,930,993,366,290,1083,767,212,1018,930,993,366,290
748,714,954,742,340,271,95,220,1183,227,1096,680,1064,748,714,954,742,340,271,95,220,1183,227,1096,680,1064
1158,249,145,1158,249,145
318,827,286,701,133,216,217,318,1131,827,286,701,133,216,217
356,97,721,363,923,1000,1017,356,97,721,363,923,1000,1017
358,1079,90,270,694,152,120,358,1079,90,270,694,152,120
715,1120,1109,222,285,345,288,715,1120,1109,222,285,345,288
1075,817,1112,234,311,787,811,747,374,203,349,898,1075,817,1112,234,311,787,811,747,374,203,349,898
386,339,994,883,1199,172,350,1067,386,339,994,883,1199,172,350,1067
1085,225,1155,120,1075,811,878,1085,225,1155,120,1075,811,878
398,730,187,1004,1146,351,422,358,398,730,187,1004,1146,351,422,358
1018,769,331,1178,902,226,193,333,974,1018,769,331,1178,902,226,193,333,974
1020,1126,988,716,741,856,274,1020,1126,988,716,741,856,274
797,127,782,232,767,91,797,127,782,232,767,91
812,276,737,193,1109,791,206,794,812,276,737,193,1109,791,206,794
367,908,812,393,323,1025,897,367,908,812,393,323,1025,897
849,934,272,199,348,113,377,234,849,934,272,199,348,113,377,234
270,98,682,1047,225,869,270,98,682,1047,225,869
349,911,915,896,225,1001,761,758,349,911,915,896,225,1001,761,758
1019,1084,1182,978,410,317,925,413,1181,1019,1084,1182,978,410,317,925,413,1181
1020,1126,988,716,741,856,274,1020,1126,988,716,741,856,274
1177,1179,258,1104,236,889,168,1177,1179,258,1104,236,889,168
686,1012,729,284,337,405,775,908,859,686,1012,729,284,337,405,775,908,859
1020,686,946,852,1020,686,946,852
800,305,240,393,685,986,800,305,240,393,685,986
807,841,921,418,852,152,1129,1142,665,807,841,921,418,852,152,1129,1142,665
299,794,249,966,161,733,1015,299,794,249,966,161,733,1015
780,240,232,146,204,952,292,780,240,232,146,204,952,292
196,279,128,1106,250,1008,749,358,1135,196,279,128,1106,250,1008,749,358,1135
922,750,969,969,993,233,1036,281,922,750,969,969,993,233,1036,281
283,744,1151,220,283,744,1151,220
1165,956,1055,1053,96,355,724,269,699,877,1165,956,1055,1053,96,355,724,269,699
868,202,90,945,1057,690,868,202,90,945,1057,690
1100,1067,1025,285,975,111,407,390,1100,1067,1025,285,975,111,407,390
234,342,713,1159,234,342,713,1159
1020,683,346,301,350,967,1020,683,346,301,350,967
162,941,803,1025,162,941,803,1025
958,1081,254,1017,738,1106,196,762,695,958,1081,254,1017,738,1106,196,762,695
849,934,272,199,348,113,377,234,849,934,272,199,348,113,377,234
1187,1052,995,259,202,1095,363,1134,305,1187,1052,995,259,202,1095,363,1134,305
1122,778,714,1051,692,755,378,940,336,680,1122,778,714,1051,692,755,378,940,336,680
318,827,286,701,133,216,217,318,1131,827,286,701,133,216,217
174,413,793,844,827,174,413,793,844
833,765,851,1028,242,729,833,765,851,1028,242,729
745,969,1176,356,745,969,1176,356
838,988,403,838,988,403
913,413,778,411,939,1109,278,1104,913,413,778,411,939,1109,278,1104
820,1011,1067,1059,365,820,1011,1067,1059,365
901,153,1075,1189,140,92,689,1136,901,153,1075,1189,140,92,689,1136
143,137,1197,1154,870,987,363,143,137,1197,1154,870,987,363
731,942,1073,360,375,997,1174,747,269,731,942,1073,360,375,997,1174,747,269
365,411,683,848,760,826,834,365,411,683,848,760,826,834
839,283,160,373,175,257,253,847,839,283,160,373,175,257,253
269,1199,336,872,1088,843,1017,774,269,1199,336,872,1088,843,1017
1175,1137,161,1130,156,725,849,403,714,1175,1137,161,1130,156,725,849,403,714
129,252,714,129,252,714
251,338,169,317,970,889,209,251,338,169,317,970,889,209
373,308,1136,1097,916,373,308,1136,1097,916
886,199,829,859,808,886,199,829,859,808
416,1138,840,211,358,787,959,1072,850,416,1138,840,211,358,787,959,1072,850
245,338,682,298,1105,232,209,424,397,245,338,682,298,1105,232,209,424,397
424,306,792,1033,998,209,1157,888,678,907,1120,424,306,792,1033,998,209,1157,888,678,907,1120
315,878,968,279,973,685,364,315,878,968,279,973,685,364
833,765,851,1028,242,729,833,765,851,1028,242,729
972,1063,290,789,1194,767,296,972,1063,290,789,1194,767,296
848,412,1135,848,412,1135
714,148,774,714,148,774
1183,240,917,336,90,1112,1042,91,1094,312,1183,240,917,336,90,1112,1042,91,1094,312
213,1162,693,1168,1061,213,1162,693,1168,1061
237,231,318,313,1178,264,174,237,231,318,313,1178,264,174
686,1012,729,284,337,405,775,908,859,686,1012,729,284,337,405,775,908,859
745,969,1176,356,745,969,1176,356
356,97,721,363,923,1000,1017,356,97,721,363,923,1000,1017
269,1199,336,872,1088,843,1017,774,269,1199,336,872,1088,843,1017
123,337,1005,858,827,911,123,337,1005,858,827,911
849,1081,808,275,891,860,346,793,260,849,1081,808,275,891,860,346,793
949,809,374,419,779,262,972,1157,90,949,809,374,419,779,262,972,1157,90
796,1112,386,1112,1066,422,90,244,381,796,1112,386,1112,1066,422,90,244,381
1179,847,121,312,1179,847,121,312
250,272,121,250,272,121
129,252,714,129,252,714
1107,701,750,1185,1155,1092,802,312,833,1107,701,750,1185,1155,1092,802,312,833
251,338,169,317,970,889,209,251,338,169,317,970,889,209
939,1055,846,1178,875,132,169,809,760,939,1055,846,1178,875,132,169,809,760
853,1177,803,260,240,853,1177,803,260,240
262,319,984,777,318,412,262,319,984,777,318,412
901,153,1075,1189,140,92,689,1136,901,153,1075,1189,140,92,689,1136
399,123,1055,232,139,723,184,829,121,399,123,1055,232,139,723,184,829,121
752,222,105,186,153,943,230,131,752,222,105,186,153,943,230,131
860,1065,1120,319,219,701,860,1065,1120,319,219,701
404,962,349,685,404,962,349,685
691,781,691,781
1020,683,346,301,350,967,1020,683,346,301,350,967
180,844,284,851,132,857,180,844,284,851,132,857
373,308,1136,1097,916,373,308,1136,1097,916
971,1197,97,282,790,132,157,929,971,1197,97,282,790,132,157,929
1186,1189,205,683,256,328,1186,1189,205,683,256,328
980,1040,1095,1059,114,1126,381,290,721,758,239,302,186,875,1170,736,1099,830,1062,241,1152,356,783,980,1040,1095,1059,114,1126,381,290,721,758,239,302,186,875,1170,736,1099,830,1062,241,1152,356,783
1020,686,946,852,1020,686,946,852
797,220,766,966,929,196,264,392,1023,797,220,766,966,929,196,264,392,1023
374,350,754,228,1173,685,374,350,754,228,1173,685
111,894,132,1132,682,316,111,894,132,1132,682,316
201,177,285,707,921,939,151,201,177,285,707,921,939,151
546,823,778,249,686,852,1122,776,546,823,778,249,686,852,1122,776
814,907,848,988,1190,814,907,848,988,1190
977,1077,976,745,982,832,989,1197,977,1077,976,745,982,832,989,1197
1180,1152,225,838,276,136,331,1199,1180,1152,225,838,276,136,331,1199
301,870,855,1145,188,791,301,870,855,1145,188,791
977,1077,976,745,982,832,989,1197,977,1077,976,745,982,832,989,1197
409,713,253,753,421,409,713,253,753,421
262,319,984,777,318,412,262,319,984,777,318,412
796,1112,386,1112,1066,422,90,244,381,796,1112,386,1112,1066,422,90,244,381
266,98,860,1177,266,98,860,1177
404,1110,173,927,874,812,404,1110,173,927,874,812
968,389,166,160,708,308,968,389,166,160,708,308
1122,778,714,1051,692,755,378,940,336,680,1122,778,714,1051,692,755,378,940,336,680
1136,811,713,1063,182,279,994,1136,811,713,1063,182,279,994
1068,968,1128,1033,914,323,1068,968,1128,1033,914,323
1122,778,714,1051,692,755,378,940,336,680,1122,778,714,1051,692,755,378,940,336,680
103,122,311,108,132,186,236,1135,103,122,311,108,132,186,236,1135
324,665,409,722,999,324,665,409,722
401,937,1092,401,937,1092
133,803,194,207,218,1138,989,1032,133,803,194,207,218,1138,989,1032
183,332,909,1030,688,1077,98,839,183,332,909,1030,688,1077,98,839
1122,778,714,1051,692,755,378,940,336,680,1122,778,714,1051,692,755,378,940,336,680
999,1082,158,779,396,784,977,999,1082,158,779,396,784,977
415,975,782,945,818,845,415,975,782,945,818,845
196,171,342,171,196,171,342,171
388,1144,1190,684,796,388,1144,1190,684,796
196,279,128,1106,250,1008,749,358,1135,196,279,128,1106,250,1008,749,358,1135
312,712,314,178,857,312,712,314,178,857
716,213,825,406,684,823,108,716,213,825,406,684,823,108
1043,791,124,730,101,1179,1043,791,124,730,101,1179
1071,764,699,789,918,679,1071,764,699,789,918,679
968,389,166,160,708,308,968,389,166,160,708,308
104,980,975,983,812,969,1107,1140,1011,104,980,975,983,812,969,1107,1140,1011
230,850,956,230,850,956
123,337,1005,858,827,911,123,337,1005,858,827,911
848,1031,817,979,365,408,1034,840,1003,109,1162,848,1031,817,979,365,408,1034,840,1003,109,1162
1165,956,1055,1053,96,355,724,269,699,877,1165,956,1055,1053,96,355,724,269,699
1079,388,1177,788,988,1077,903,155,1079,388,1177,788,988,1077,903,155
966,1125,742,273,312,384,193,966,1125,742,273,312,384,193
398,730,187,1004,1146,351,422,358,398,730,187,1004,1146,351,422,358
757,1088,890,177,986,322,321,1099,757,1088,890,177,986,322,321,1099
110,100,962,762,1000,1049,928,337,812,110,100,962,762,1000,1049,928,337,812
268,388,290,268,388,290
940,349,984,940,349,984
771,727,138,171,916,206,771,727,138,171,916,206
155,279,125,244,932,155,279,125,244,932
800,305,240,393,685,986,800,305,240,393,685,986
108,1176,1048,90,171,108,1176,1048,90,171
103,122,311,108,132,186,236,1135,103,122,311,108,132,186,236,1135
358,766,1190,857,367,154,358,766,1190,857,367,154
412,751,1102,1143,689,717,926,824,802,882,281,955,732,412,751,1102,1143,689,717,926,824,802,882,281,955,732
251,338,169,317,970,889,209,251,338,169,317,970,889,209
1179,847,121,312,1179,847,121,312
960,331,698,836,804,717,960,331,698,836,804,717
169,969,342,796,884,363,410,946,167,169,969,342,796,884,363,410,946
715,1120,1109,222,285,345,288,715,1120,1109,222,285,345,288
200,1124,1080,691,1064,200,1124,1080,691,1064
871,114,1036,780,925,871,114,1036,780,925
1020,853,732,1080,1094,744,744,904,1020,853,732,1080,1094,744,744,904
401,931,337,750,168,401,931,337,750,168
164,745,900,914,276,164,745,900,914,276
1152,1092,1152,1092
924,757,838,967,366,1102,924,757,838,967,366,1102
196,755,929,1168,280,955,196,755,929,1168,280
159,1071,984,1167,1136,159,1071,984,1167,1136
1127,1140,1113,146,1127,1140,1113,146
794,1086,863,794,1086,863
1179,807,1072,1110,1127,755,106,145,748,949,121,231,314,1179,807,1072,1110,1127,755,106,145,748,949,121,231,314
199,296,372,199,296,372
851,1041,177,411,707,851,1041,177,411,707
790,950,196,357,921,790,950,196,357,921
901,153,1075,1189,140,92,689,1136,901,153,1075,1189,140,92,689,1136
947,682,930,170,273,1139,1071,144,938,914,947,682,930,170,273,1139,1071,144,938
711,771,193,283,1183,1190,997,339,891,711,771,193,283,1183,1190,997,339,891
682,973,991,730,1104,99,355,682,973,991,730,1104,99
1019,1084,1182,978,410,317,925,413,1181,1019,1084,1182,978,410,317,925,413,1181
358,766,1190,857,367,154,358,766,1190,857,367,154
326,943,995,311,276,726,1130,1182,168,326,943,995,311,276,726,1130,1182,168
217,694,1106,266,699,1108,217,694,1106,266,699,1108
388,91,906,757,969,868,388,91,906,757,969,868
1049,1094,1055,226,364,1077,1152,1143,900,1049,1094,1055,226,364,1077,1152,1143,900
232,824,387,744,1154,1198,892,237,232,824,387,744,1154,1198,892,237
235,929,706,802,105,386,235,929,706,802,105,386
330,995,324,990,700,779,330,995,324,990,700,779
358,1079,90,270,694,152,120,358,1079,90,270,694,152,120
91,257,1174,404,1106,718,408,91,257,1174,404,1106,718,408
201,177,285,707,921,939,151,201,177,285,707,921,939,151
1020,683,346,301,350,967,1020,683,346,301,350,967
852,281,222,989,207,852,281,222,989,207
315,878,968,279,973,685,364,315,878,968,279,973,685,364
839,283,160,373,175,257,253,847,839,283,160,373,175,257,253
972,1017,172,1167,889,322,108,734,1097,1065,972,1017,172,1167,889,322,108,734,1097,1065
